"survey_id","site","date","avg_depth_m","time_24hr","transect_m","visibility_m","weather","current","local_boats","researcher","site_code","area_m2","area_ha","family","fish_count","fish_density_ha","trophic_group","taxon_family","genus","species_epithet","sci_name"
"EXTRA","Red Rock Wall",2025-10-21,10,"9:30",100,10,3,"None",2,"Agathe","RR",1000,0.1,"Rabbitfish",29,290,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"RR2602","Red Rock Wall",2026-02-04,14,"10:26",100,15,2,"None",1,"Kassia","RR",1000,0.1,"Butterflyfish",43,430,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"RR2602","Red Rock Wall",2026-02-04,14,"10:26",100,15,2,"None",1,"Kassia","RR",1000,0.1,"Parrotfish",21,210,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"RR2602","Red Rock Wall",2026-02-04,14,"10:26",100,15,2,"None",1,"Kassia","RR",1000,0.1,"Rabbitfish",25,250,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"RR2602","Red Rock Wall",2026-02-04,14,"10:26",100,15,2,"None",1,"Lowri","RR",1000,0.1,"Butterflyfish",30,300,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"RR2602","Red Rock Wall",2026-02-04,14,"10:26",100,15,2,"None",1,"Lowri","RR",1000,0.1,"Parrotfish",19,190,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"RR2602","Red Rock Wall",2026-02-04,14,"10:26",100,15,2,"None",1,"Lowri","RR",1000,0.1,"Rabbitfish",25,250,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"RR2604","Red Rock Wall",2026-04-07,9,"7:30",100,13,2,"None",6,"Lucy H","RR",1000,0.1,"Butterflyfish",34,340,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"RR2604","Red Rock Wall",2026-04-07,9,"7:30",100,13,2,"None",6,"Lucy H","RR",1000,0.1,"Parrotfish",21,210,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"RR2604","Red Rock Wall",2026-04-07,9,"7:30",100,13,2,"None",6,"Lucy H","RR",1000,0.1,"Rabbitfish",12,120,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"RR2604","Red Rock Wall",2026-04-07,9,"7:30",100,13,2,"None",6,"Scarlett B","RR",1000,0.1,"Butterflyfish",24,240,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"RR2604","Red Rock Wall",2026-04-07,9,"7:30",100,13,2,"None",6,"Scarlett B","RR",1000,0.1,"Parrotfish",17,170,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"RR2604","Red Rock Wall",2026-04-07,9,"7:30",100,13,2,"None",6,"Scarlett B","RR",1000,0.1,"Rabbitfish",15,150,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2502","Shark Island",2025-02-05,10,"9:17",100,9,1,"Light",3,"Elise","SI",1000,0.1,"Butterflyfish",59,590,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2502","Shark Island",2025-02-05,10,"9:17",100,9,1,"Light",3,"Elise","SI",1000,0.1,"Parrotfish",24,240,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2502","Shark Island",2025-02-05,10,"9:17",100,9,1,"Light",3,"Elise","SI",1000,0.1,"Rabbitfish",41,410,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2502","Shark Island",2025-02-05,10,"9:17",100,9,1,"Light",3,"Jen","SI",1000,0.1,"Butterflyfish",63,630,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2502","Shark Island",2025-02-05,10,"9:17",100,9,1,"Light",3,"Jen","SI",1000,0.1,"Parrotfish",8,80,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2502","Shark Island",2025-02-05,10,"9:17",100,9,1,"Light",3,"Jen","SI",1000,0.1,"Rabbitfish",35,350,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2504","Shark Island",2025-04-02,9.6,"7:05",100,10,5,"Light",0,"Emma","SI",1000,0.1,"Butterflyfish",65,650,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2504","Shark Island",2025-04-02,9.6,"7:05",100,10,5,"Light",0,"Emma","SI",1000,0.1,"Parrotfish",12,120,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2504","Shark Island",2025-04-02,9.6,"7:05",100,10,5,"Light",0,"Emma","SI",1000,0.1,"Rabbitfish",35,350,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2504","Shark Island",2025-04-02,9.6,"7:30",100,10,5,"Light",0,"Tessa","SI",1000,0.1,"Butterflyfish",64,640,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2504","Shark Island",2025-04-02,9.6,"7:30",100,10,5,"Light",0,"Tessa","SI",1000,0.1,"Parrotfish",7,70,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2504","Shark Island",2025-04-02,9.6,"7:30",100,10,5,"Light",0,"Tessa","SI",1000,0.1,"Rabbitfish",34,340,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2506","Shark Island",2025-06-04,10.8,"7:11",100,15,2,"None",1,"Emma","SI",1000,0.1,"Butterflyfish",68,680,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2506","Shark Island",2025-06-04,10.8,"7:11",100,15,2,"None",1,"Emma","SI",1000,0.1,"Parrotfish",12,120,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2506","Shark Island",2025-06-04,10.8,"7:11",100,15,2,"None",1,"Emma","SI",1000,0.1,"Rabbitfish",31,310,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2506","Shark Island",2025-06-04,10.8,"7:11",100,15,2,"None",1,"Niamh","SI",1000,0.1,"Butterflyfish",63,630,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2506","Shark Island",2025-06-04,10.8,"7:11",100,15,2,"None",1,"Niamh","SI",1000,0.1,"Parrotfish",12,120,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2506","Shark Island",2025-06-04,10.8,"7:11",100,15,2,"None",1,"Niamh","SI",1000,0.1,"Rabbitfish",30,300,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Shark Island",2025-08-07,9,"7:30",100,15,2,"None",1,"Louis","SI",1000,0.1,"Butterflyfish",66,660,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Shark Island",2025-08-07,9,"7:30",100,15,2,"None",1,"Louis","SI",1000,0.1,"Parrotfish",12,120,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Shark Island",2025-08-07,9,"7:30",100,15,2,"None",1,"Louis","SI",1000,0.1,"Rabbitfish",61,610,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Shark Island",2025-08-07,9,"7:30",100,15,2,"None",1,"Nico","SI",1000,0.1,"Butterflyfish",48,480,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Shark Island",2025-08-07,9,"7:30",100,15,2,"None",1,"Nico","SI",1000,0.1,"Parrotfish",35,350,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Shark Island",2025-08-07,9,"7:30",100,15,2,"None",1,"Nico","SI",1000,0.1,"Rabbitfish",85,850,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2508","Shark Island",2025-08-07,9,"7:30",100,15,2,"None",1,"Louis","SI",1000,0.1,"Butterflyfish",66,660,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2508","Shark Island",2025-08-07,9,"7:30",100,15,2,"None",1,"Louis","SI",1000,0.1,"Butterflyfish",48,480,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2508","Shark Island",2025-08-07,9,"7:30",100,15,2,"None",1,"Louis","SI",1000,0.1,"Parrotfish",12,120,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2508","Shark Island",2025-08-07,9,"7:30",100,15,2,"None",1,"Louis","SI",1000,0.1,"Parrotfish",35,350,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2508","Shark Island",2025-08-07,9,"7:30",100,15,2,"None",1,"Louis","SI",1000,0.1,"Rabbitfish",61,610,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2508","Shark Island",2025-08-07,9,"7:30",100,15,2,"None",1,"Louis","SI",1000,0.1,"Rabbitfish",85,850,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2510","Shark Island",2025-10-02,9.8,"7:30",100,15,2,"None",1,"Allie","SI",1000,0.1,"Butterflyfish",48,480,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2510","Shark Island",2025-10-02,9.8,"7:30",100,15,2,"None",1,"Allie","SI",1000,0.1,"Parrotfish",10,100,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2510","Shark Island",2025-10-02,9.8,"7:30",100,15,2,"None",1,"Allie","SI",1000,0.1,"Rabbitfish",32,320,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2510","Shark Island",2025-10-02,10,"7:30",100,15,2,"None",1,"Scar","SI",1000,0.1,"Butterflyfish",51,510,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2510","Shark Island",2025-10-02,10,"7:30",100,15,2,"None",1,"Scar","SI",1000,0.1,"Parrotfish",9,90,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2510","Shark Island",2025-10-02,10,"7:30",100,15,2,"None",1,"Scar","SI",1000,0.1,"Rabbitfish",39,390,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Shark Island",2025-10-14,10.3,"9:25",100,19,3,"Light",1,"Mario","SI",1000,0.1,"Butterflyfish",58,580,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Shark Island",2025-10-14,10.3,"9:25",100,19,3,"Light",1,"Mario","SI",1000,0.1,"Butterflyfish",46,460,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Shark Island",2025-10-14,10.3,"9:25",100,19,3,"Light",1,"Mario","SI",1000,0.1,"Butterflyfish",57,570,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Shark Island",2025-10-14,10.3,"9:25",100,19,3,"Light",1,"Mario","SI",1000,0.1,"Parrotfish",17,170,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Shark Island",2025-10-14,10.3,"9:25",100,19,3,"Light",1,"Mario","SI",1000,0.1,"Parrotfish",12,120,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Shark Island",2025-10-14,10.3,"9:25",100,19,3,"Light",1,"Mario","SI",1000,0.1,"Parrotfish",15,150,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Shark Island",2025-10-14,10.3,"9:25",100,19,3,"Light",1,"Mario","SI",1000,0.1,"Rabbitfish",34,340,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Shark Island",2025-10-14,10.3,"9:25",100,19,3,"Light",1,"Mario","SI",1000,0.1,"Rabbitfish",29,290,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Shark Island",2025-10-14,10.3,"9:25",100,19,3,"Light",1,"Mario","SI",1000,0.1,"Rabbitfish",31,310,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2602","Shark Island",2026-02-05,9.2,"8:14",100,13,2,"Medium",0,"Lauriane","SI",1000,0.1,"Butterflyfish",45,450,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2602","Shark Island",2026-02-05,9.2,"8:14",100,13,2,"Medium",0,"Lauriane","SI",1000,0.1,"Parrotfish",21,210,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2602","Shark Island",2026-02-05,9.2,"8:14",100,13,2,"Medium",0,"Lauriane","SI",1000,0.1,"Rabbitfish",33,330,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2604","Shark Island",2026-04-08,10.1,"7:13",100,14,2,"Light",0,"Lyra","SI",1000,0.1,"Butterflyfish",44,440,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2604","Shark Island",2026-04-08,10.1,"7:13",100,14,2,"Light",0,"Lyra","SI",1000,0.1,"Parrotfish",18,180,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2604","Shark Island",2026-04-08,10.1,"7:13",100,14,2,"Light",0,"Lyra","SI",1000,0.1,"Rabbitfish",18,180,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2604","Shark Island",2026-04-08,10.1,"7:13",100,14,2,"Light",0,"Max","SI",1000,0.1,"Butterflyfish",75,750,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2604","Shark Island",2026-04-08,10.1,"7:13",100,14,2,"Light",0,"Max","SI",1000,0.1,"Parrotfish",14,140,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2604","Shark Island",2026-04-08,10.1,"7:13",100,14,2,"Light",0,"Max","SI",1000,0.1,"Rabbitfish",33,330,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2606","Shark Island",2026-06-04,10,"7:33",100,6,3,"Light",3,"Lotte","SI",1000,0.1,"Butterflyfish",20,200,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2606","Shark Island",2026-06-04,10,"7:33",100,6,3,"Light",3,"Lotte","SI",1000,0.1,"Parrotfish",4,40,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2606","Shark Island",2026-06-04,10,"7:33",100,6,3,"Light",3,"Lotte","SI",1000,0.1,"Rabbitfish",30,300,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"SI2606","Shark Island",2026-06-04,10,"7:33",100,6,3,"Light",3,"Sammy","SI",1000,0.1,"Butterflyfish",15,150,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"SI2606","Shark Island",2026-06-04,10,"7:33",100,6,3,"Light",3,"Sammy","SI",1000,0.1,"Parrotfish",7,70,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"SI2606","Shark Island",2026-06-04,10,"7:33",100,6,3,"Light",3,"Sammy","SI",1000,0.1,"Rabbitfish",45,450,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2502","Tanote Bay",2025-02-06,9,"13:19",100,20,1,"None",3,"Bjarne","TB",1000,0.1,"Butterflyfish",22,220,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2502","Tanote Bay",2025-02-06,9,"13:19",100,20,1,"None",3,"Bjarne","TB",1000,0.1,"Parrotfish",15,150,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2502","Tanote Bay",2025-02-06,9,"13:19",100,20,1,"None",3,"Bjarne","TB",1000,0.1,"Rabbitfish",7,70,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2502","Tanote Bay",2025-02-06,9,"13:19",100,20,1,"None",3,"Martin","TB",1000,0.1,"Butterflyfish",18,180,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2502","Tanote Bay",2025-02-06,9,"13:19",100,20,1,"None",3,"Martin","TB",1000,0.1,"Parrotfish",24,240,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2502","Tanote Bay",2025-02-06,9,"13:19",100,20,1,"None",3,"Martin","TB",1000,0.1,"Rabbitfish",32,320,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2504","Tanote Bay",2025-04-09,11,"15:20",100,10,2,"None",3,"Camille","TB",1000,0.1,"Butterflyfish",38,380,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2504","Tanote Bay",2025-04-09,11,"15:20",100,10,2,"None",3,"Camille","TB",1000,0.1,"Parrotfish",21,210,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2504","Tanote Bay",2025-04-09,11,"15:20",100,10,2,"None",3,"Camille","TB",1000,0.1,"Rabbitfish",31,310,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2504","Tanote Bay",2025-04-09,11,"15:20",100,10,2,"None",3,"Gavin","TB",1000,0.1,"Butterflyfish",33,330,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2504","Tanote Bay",2025-04-09,11,"15:20",100,10,2,"None",3,"Gavin","TB",1000,0.1,"Parrotfish",21,210,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2504","Tanote Bay",2025-04-09,11,"15:20",100,10,2,"None",3,"Gavin","TB",1000,0.1,"Rabbitfish",21,210,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2506","Tanote Bay",2025-06-10,8,"15:10",100,10,3,"None",8,"Flo","TB",1000,0.1,"Butterflyfish",33,330,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2506","Tanote Bay",2025-06-10,8,"15:10",100,10,3,"None",8,"Flo","TB",1000,0.1,"Parrotfish",20,200,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2506","Tanote Bay",2025-06-10,8,"15:10",100,10,3,"None",8,"Flo","TB",1000,0.1,"Rabbitfish",26,260,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2506","Tanote Bay",2025-06-10,8,"15:10",100,10,3,"None",8,"Jess F","TB",1000,0.1,"Butterflyfish",15,150,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2506","Tanote Bay",2025-06-10,8,"15:10",100,10,3,"None",8,"Jess F","TB",1000,0.1,"Parrotfish",16,160,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2506","Tanote Bay",2025-06-10,8,"15:10",100,10,3,"None",8,"Jess F","TB",1000,0.1,"Rabbitfish",21,210,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Tanote Bay",2025-08-06,8,"15:21",100,15,2,"None",4,"Amira","TB",1000,0.1,"Butterflyfish",26,260,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Tanote Bay",2025-08-06,8,"15:21",100,15,2,"None",4,"Amira","TB",1000,0.1,"Parrotfish",22,220,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Tanote Bay",2025-08-06,8,"15:21",100,15,2,"None",4,"Amira","TB",1000,0.1,"Rabbitfish",24,240,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Tanote Bay",2025-08-06,8,"15:21",100,15,2,"None",4,"Hanwei","TB",1000,0.1,"Butterflyfish",32,320,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Tanote Bay",2025-08-06,8,"15:21",100,15,2,"None",4,"Hanwei","TB",1000,0.1,"Parrotfish",32,320,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Tanote Bay",2025-08-06,8,"15:21",100,15,2,"None",4,"Hanwei","TB",1000,0.1,"Rabbitfish",21,210,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2508","Tanote Bay",2025-08-06,7.7,"15:21",100,15,2,"None",4,"Amira","TB",1000,0.1,"Butterflyfish",26,260,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2508","Tanote Bay",2025-08-06,7.7,"15:21",100,15,2,"None",4,"Amira","TB",1000,0.1,"Parrotfish",22,220,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2508","Tanote Bay",2025-08-06,7.7,"15:21",100,15,2,"None",4,"Amira","TB",1000,0.1,"Rabbitfish",24,240,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2508","Tanote Bay",2025-08-06,7.8,"15:21",100,15,2,"None",4,"Hanwei","TB",1000,0.1,"Butterflyfish",32,320,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2508","Tanote Bay",2025-08-06,7.8,"15:21",100,15,2,"None",4,"Hanwei","TB",1000,0.1,"Parrotfish",32,320,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2508","Tanote Bay",2025-08-06,7.8,"15:21",100,15,2,"None",4,"Hanwei","TB",1000,0.1,"Rabbitfish",21,210,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,2,"None",12,"Agathe","TB",1000,0.1,"Butterflyfish",28,280,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,2,"None",12,"Agathe","TB",1000,0.1,"Parrotfish",6,60,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,2,"None",12,"Agathe","TB",1000,0.1,"Rabbitfish",28,280,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,2,"None",12,"Allie","TB",1000,0.1,"Butterflyfish",24,240,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,2,"None",12,"Allie","TB",1000,0.1,"Parrotfish",14,140,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,2,"None",12,"Allie","TB",1000,0.1,"Rabbitfish",24,240,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,3,"None",12,"Mathys","TB",1000,0.1,"Butterflyfish",10,100,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,3,"None",12,"Mathys","TB",1000,0.1,"Parrotfish",13,130,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,3,"None",12,"Mathys","TB",1000,0.1,"Rabbitfish",14,140,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,3,"None",12,"SK","TB",1000,0.1,"Butterflyfish",21,210,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,3,"None",12,"SK","TB",1000,0.1,"Parrotfish",14,140,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"EXTRA","Tanote Bay",2025-09-30,10,"15:26",100,15,3,"None",12,"SK","TB",1000,0.1,"Rabbitfish",13,130,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2510","Tanote Bay",2025-10-06,12,"15:00",100,10,2,"None",3,"Liam","TB",1000,0.1,"Butterflyfish",26,260,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2510","Tanote Bay",2025-10-06,12,"15:00",100,10,2,"None",3,"Liam","TB",1000,0.1,"Parrotfish",19,190,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2510","Tanote Bay",2025-10-06,12,"15:00",100,10,2,"None",3,"Liam","TB",1000,0.1,"Rabbitfish",28,280,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2510","Tanote Bay",2025-10-06,12,"15:00",100,10,2,"None",3,"Mathys","TB",1000,0.1,"Butterflyfish",23,230,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2510","Tanote Bay",2025-10-06,12,"15:00",100,10,2,"None",3,"Mathys","TB",1000,0.1,"Parrotfish",28,280,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2510","Tanote Bay",2025-10-06,12,"15:00",100,10,2,"None",3,"Mathys","TB",1000,0.1,"Rabbitfish",39,390,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2602","Tanote Bay",2026-02-03,7.4,"13.3",100,10,1,"None",0,"Ruby","TB",1000,0.1,"Butterflyfish",11,110,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2602","Tanote Bay",2026-02-03,7.4,"13.3",100,10,1,"None",0,"Ruby","TB",1000,0.1,"Parrotfish",9,90,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2602","Tanote Bay",2026-02-03,7.4,"13.3",100,10,1,"None",0,"Ruby","TB",1000,0.1,"Rabbitfish",20,200,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2604","Tanote Bay",2026-04-07,8.5,"13:15",100,12,1,"None",2,"Jess","TB",1000,0.1,"Butterflyfish",24,240,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2604","Tanote Bay",2026-04-07,8.5,"13:15",100,12,1,"None",2,"Jess","TB",1000,0.1,"Parrotfish",32,320,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2604","Tanote Bay",2026-04-07,8.5,"13:15",100,12,1,"None",2,"Jess","TB",1000,0.1,"Rabbitfish",42,420,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TB2604","Tanote Bay",2026-04-07,8.5,"13:15",100,12,1,"None",2,"Will","TB",1000,0.1,"Butterflyfish",10,100,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TB2604","Tanote Bay",2026-04-07,8.5,"13:15",100,12,1,"None",2,"Will","TB",1000,0.1,"Parrotfish",9,90,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TB2604","Tanote Bay",2026-04-07,8.5,"13:15",100,12,1,"None",2,"Will","TB",1000,0.1,"Rabbitfish",37,370,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2502","Twins Wall",2025-02-04,9,"9:34",100,10,1,"None",5,"Ben","TW",1000,0.1,"Butterflyfish",15,150,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2502","Twins Wall",2025-02-04,9,"9:34",100,10,1,"None",5,"Ben","TW",1000,0.1,"Parrotfish",31,310,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2502","Twins Wall",2025-02-04,9,"9:34",100,10,1,"None",5,"Ben","TW",1000,0.1,"Rabbitfish",24,240,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2502","Twins Wall",2025-02-04,9,"9:34",100,10,1,"None",3,"Olive","TW",1000,0.1,"Butterflyfish",18,180,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2502","Twins Wall",2025-02-04,9,"9:34",100,10,1,"None",3,"Olive","TW",1000,0.1,"Parrotfish",27,270,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
"TW2502","Twins Wall",2025-02-04,9,"9:34",100,10,1,"None",3,"Olive","TW",1000,0.1,"Rabbitfish",36,360,"Grazer","Siganidae","Siganus","spp.","Siganus spp."
"TW2504","Twins Wall",2025-03-31,7.5,"13:31",100,12,4,"Light",7,"Camille","TW",1000,0.1,"Butterflyfish",19,190,"Grazer","Chaetodontidae","Chaetodon","spp.","Chaetodon spp."
"TW2504","Twins Wall",2025-03-31,7.5,"13:31",100,12,4,"Light",7,"Camille","TW",1000,0.1,"Parrotfish",31,310,"Grazer","Labridae: Scarinae","Scarus","spp.","Scarus spp."
