site,buddy,family,species,date,time_s,macro_algal_bites,turf_filamentous_algal_bites,live_coral_bites,dead_coral_with_algae,co_ts_scars,sponge_bites,sediment,unknown,site_code,bites_total,minutes_obs,bites_min,trophic_group,taxon_family,genus,species_epithet,sci_name,taxon_notes,site_type,cots_mean_ha,cots_max_ha,cots_15_mean,cots_15_max,HC,TUR,MAC,algal_cover,benthic_state,n_substrate_transects,obs_id,cots_mean_ha_sc,HC_sc,MAC_sc,TUR_sc
Aow Leuk,B,Parrotfish,Surf,2025-09-25,220,0,66,0,0,0,0,3,0,AL,69,3.6666666666666665,18.81818181818182,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,67,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Parrotfish,Surf,2025-09-29,200,9,48,2,0,0,0,6,1,AL,66,3.3333333333333335,19.8,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,68,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Parrotfish,Blue-barred,2025-09-29,200,13,54,3,0,0,0,6,0,AL,76,3.3333333333333335,22.8,Grazer,Labridae: Scarinae,Scarus,ghobban,Scarus ghobban,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,69,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Parrotfish,Surf,2025-09-29,190,3,109,0,0,0,0,0,0,AL,112,3.1666666666666665,35.36842105263158,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,70,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Parrotfish,Surf,2025-10-07,180,6,27,0,0,0,0,0,9,AL,42,3,14,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,71,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Parrotfish,Purple,2025-10-07,180,5,98,5,0,0,0,0,4,AL,112,3,37.333333333333336,Grazer,Labridae: Scarinae,Scarus,globiceps,Scarus globiceps,check ID,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,72,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Rabbitfish,Virgate,2025-09-01,180,5,23,0,0,0,0,0,0,AL,28,3,9.333333333333334,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,73,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Rabbitfish,Virgate,2025-09-25,200,15,14,9,0,0,0,6,0,AL,44,3.3333333333333335,13.2,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,74,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Rabbitfish,Virgate,2025-09-25,200,2,26,2,0,0,0,0,0,AL,30,3.3333333333333335,9,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,75,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Rabbitfish,Virgate,2025-09-29,180,5,40,0,0,0,0,0,0,AL,45,3,15,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,76,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Rabbitfish,Virgate,2025-09-29,200,0,22,0,0,0,0,0,0,AL,22,3.3333333333333335,6.6,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,77,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Rabbitfish,Virgate,2025-09-29,190,0,20,0,0,0,0,0,0,AL,20,3.1666666666666665,6.315789473684211,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,78,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Rabbitfish,Virgate,2025-10-07,180,0,3,0,0,0,0,0,0,AL,3,3,1,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,79,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Rabbitfish,Virgate,2025-10-07,180,0,25,5,0,0,0,0,0,AL,30,3,10,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,80,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Rabbitfish,Virgate,2025-10-07,120,0,20,0,0,0,0,0,0,AL,20,2,10,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,81,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Rabbitfish,Virgate,2025-09-01,180,5,25,0,0,0,0,0,0,AL,30,3,10,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,82,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Rabbitfish,Virgate,2025-09-25,200,17,15,11,0,0,0,0,0,AL,43,3.3333333333333335,12.899999999999999,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,83,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Rabbitfish,Virgate,2025-09-25,200,3,20,2,0,0,0,0,0,AL,25,3.3333333333333335,7.5,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,84,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Rabbitfish,Virgate,2025-09-29,180,4,34,0,0,0,0,0,0,AL,38,3,12.666666666666666,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,85,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Rabbitfish,Virgate,2025-09-29,200,0,19,0,0,0,0,0,4,AL,23,3.3333333333333335,6.8999999999999995,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,86,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Rabbitfish,Virgate,2025-09-29,190,0,27,0,0,0,0,0,0,AL,27,3.1666666666666665,8.526315789473685,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,87,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Rabbitfish,Virgate,2025-10-07,180,0,3,0,0,0,0,0,0,AL,3,3,1,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,88,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Rabbitfish,Virgate,2025-10-07,180,0,32,6,0,0,0,0,0,AL,38,3,12.666666666666666,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,89,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Rabbitfish,Virgate,2025-10-07,180,0,22,0,0,0,0,0,0,AL,22,3,7.333333333333333,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,90,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Butterflyfish,Weibel,2025-09-01,180,6,14,2,0,0,0,0,0,AL,22,3,7.333333333333333,Grazer,Chaetodontidae,Chaetodon,wiebeli,Chaetodon wiebeli,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,91,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Butterflyfish,8-banded,2025-09-01,180,0,4,11,0,0,0,0,0,AL,15,3,5,Grazer,Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,92,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Butterflyfish,8-banded,2025-09-25,190,0,0,6,0,0,0,0,0,AL,6,3.1666666666666665,1.8947368421052633,Grazer,Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,93,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Butterflyfish,Weibel,2025-09-25,240,0,19,13,0,0,0,2,0,AL,34,4,8.5,Grazer,Chaetodontidae,Chaetodon,wiebeli,Chaetodon wiebeli,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,94,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Butterflyfish,8-banded,2025-09-29,180,0,0,10,0,0,0,0,0,AL,10,3,3.3333333333333335,Grazer,Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,95,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Butterflyfish,Weibel,2025-09-29,200,4,0,8,0,0,0,0,0,AL,12,3.3333333333333335,3.5999999999999996,Grazer,Chaetodontidae,Chaetodon,wiebeli,Chaetodon wiebeli,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,96,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Butterflyfish,8-banded,2025-10-07,200,0,4,12,0,0,0,0,0,AL,16,3.3333333333333335,4.8,Grazer,Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,97,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Butterflyfish,8-banded,2025-10-07,180,0,3,72,0,0,0,0,0,AL,75,3,25,Grazer,Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,98,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,A,Butterflyfish,8-banded,2025-10-07,190,7,24,0,0,0,0,0,0,AL,31,3.1666666666666665,9.789473684210527,Grazer,Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,99,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Butterflyfish,Weibel,2025-09-01,180,2,17,0,0,0,0,0,0,AL,19,3,6.333333333333333,Grazer,Chaetodontidae,Chaetodon,wiebeli,Chaetodon wiebeli,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,100,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Butterflyfish,8-banded,2025-09-01,180,0,2,10,0,0,0,0,0,AL,12,3,4,Grazer,Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,101,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Butterflyfish,8-banded,2025-09-25,190,0,0,5,0,0,0,0,0,AL,5,3.1666666666666665,1.5789473684210527,Grazer,Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,102,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Butterflyfish,Weibel,2025-09-25,240,0,15,10,0,0,0,2,0,AL,27,4,6.75,Grazer,Chaetodontidae,Chaetodon,wiebeli,Chaetodon wiebeli,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,103,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Butterflyfish,8-banded,2025-09-29,180,0,0,11,0,0,0,0,0,AL,11,3,3.6666666666666665,Grazer,Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,104,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Butterflyfish,Weibel,2025-09-29,200,2,0,4,0,0,0,0,0,AL,6,3.3333333333333335,1.7999999999999998,Grazer,Chaetodontidae,Chaetodon,wiebeli,Chaetodon wiebeli,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,105,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Butterflyfish,8-banded,2025-10-07,200,3,2,16,0,0,0,0,0,AL,21,3.3333333333333335,6.3,Grazer,Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,106,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Butterflyfish,8-banded,2025-10-07,180,0,5,60,0,0,0,0,0,AL,65,3,21.666666666666668,Grazer,Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,107,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Aow Leuk,B,Butterflyfish,8-banded,2025-10-07,190,5,27,0,0,0,0,0,0,AL,32,3.1666666666666665,10.105263157894738,Grazer,Chaetodontidae,Chaetodon,octofasciatus,Chaetodon octofasciatus,,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,108,-0.8143851499418027,-1.1619167394886711,-1.1659002759043495,0.816723760249484
Tanote Bay,A,Parrotfish,Blue-barred,2025-10-06,200,7,37,15,0,0,0,4,0,TB,63,3.3333333333333335,18.9,Grazer,Labridae: Scarinae,Scarus,ghobban,Scarus ghobban,,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,109,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Parrotfish,Surf,2025-10-06,180,4,30,2,0,0,0,0,0,TB,36,3,12,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,110,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Parrotfish,Purple,2025-10-06,190,6,48,4,0,0,0,21,0,TB,79,3.1666666666666665,24.947368421052634,Grazer,Labridae: Scarinae,Scarus,globiceps,Scarus globiceps,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,111,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Parrotfish,Purple,2025-10-07,190,4,100,9,0,0,0,8,3,TB,124,3.1666666666666665,39.15789473684211,Grazer,Labridae: Scarinae,Scarus,globiceps,Scarus globiceps,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,112,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Parrotfish,Purple,2025-10-07,200,9,162,5,0,0,0,0,0,TB,176,3.3333333333333335,52.8,Grazer,Labridae: Scarinae,Scarus,globiceps,Scarus globiceps,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,113,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Parrotfish,Surf,2025-10-07,190,4,86,0,0,0,0,20,0,TB,110,3.1666666666666665,34.73684210526316,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,114,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Parrotfish,Surf,2025-10-07,210,0,15,3,0,0,0,117,0,TB,135,3.5,38.57142857142857,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,115,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Parrotfish,Surf,2025-10-15,200,12,98,3,0,0,0,0,0,TB,113,3.3333333333333335,33.9,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,116,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Parrotfish,Purple,2025-10-15,180,7,62,0,0,0,0,4,8,TB,81,3,27,Grazer,Labridae: Scarinae,Scarus,globiceps,Scarus globiceps,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,117,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Parrotfish,Surf,2025-10-15,180,16,95,7,0,0,0,0,0,TB,118,3,39.333333333333336,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,118,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,B,Parrotfish,Blue-barred,2025-10-06,200,4,37,10,0,0,0,8,3,TB,62,3.3333333333333335,18.599999999999998,Grazer,Labridae: Scarinae,Scarus,ghobban,Scarus ghobban,,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,119,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,B,Parrotfish,Surf,2025-10-06,180,4,17,3,0,0,0,0,0,TB,24,3,8,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,120,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,B,Parrotfish,Purple,2025-10-06,190,5,35,3,0,0,0,24,0,TB,67,3.1666666666666665,21.157894736842106,Grazer,Labridae: Scarinae,Scarus,globiceps,Scarus globiceps,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,121,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,B,Parrotfish,Purple,2025-10-07,190,6,86,4,0,0,0,7,10,TB,113,3.1666666666666665,35.68421052631579,Grazer,Labridae: Scarinae,Scarus,globiceps,Scarus globiceps,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,122,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,B,Parrotfish,Purple,2025-10-07,200,13,149,3,0,0,0,0,0,TB,165,3.3333333333333335,49.5,Grazer,Labridae: Scarinae,Scarus,globiceps,Scarus globiceps,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,123,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,B,Parrotfish,Surf,2025-10-07,190,9,66,0,0,0,0,19,3,TB,97,3.1666666666666665,30.63157894736842,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,124,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,B,Parrotfish,Surf,2025-10-07,210,0,14,4,0,0,0,111,0,TB,129,3.5,36.857142857142854,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,125,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,B,Parrotfish,Surf,2025-10-15,200,7,101,1,0,0,0,0,0,TB,109,3.3333333333333335,32.699999999999996,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,126,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,B,Parrotfish,Purple,2025-10-15,180,3,49,0,0,0,0,3,2,TB,57,3,19,Grazer,Labridae: Scarinae,Scarus,globiceps,Scarus globiceps,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,127,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,B,Parrotfish,Surf,2025-10-15,180,13,75,0,0,0,0,0,0,TB,88,3,29.333333333333332,Grazer,Labridae: Scarinae,Scarus,rivulatus,Scarus rivulatus,check ID,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,128,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Rabbitfish,Virgate,2025-10-06,190,4,37,4,0,0,0,0,0,TB,45,3.1666666666666665,14.210526315789474,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,129,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Rabbitfish,Virgate,2025-10-06,180,5,57,0,0,0,0,0,0,TB,62,3,20.666666666666668,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,130,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Rabbitfish,Virgate,2025-10-06,180,2,58,0,0,0,0,0,0,TB,60,3,20,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,131,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Rabbitfish,Virgate,2025-10-07,190,0,31,8,0,0,0,0,0,TB,39,3.1666666666666665,12.31578947368421,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,132,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Rabbitfish,Virgate,2025-10-07,190,1,19,12,0,0,0,0,0,TB,32,3.1666666666666665,10.105263157894738,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,133,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
Tanote Bay,A,Rabbitfish,Virgate,2025-10-07,190,3,40,0,0,0,0,0,0,TB,43,3.1666666666666665,13.578947368421053,Grazer,Siganidae,Siganus,virgatus,Siganus virgatus,,Control,3.125,5,Below_15,Below_15,51.203853685401974,17.592768323550175,1.8718740674657859,19.46464239101596,-31.739211294386013,7,134,-1.109893339838307,0.5690305595181794,-0.162882874330893,-1.3812786997298163
